show_id,viewer_id,episodes_started,episodes_completed,total_hours_watched,viewing_month,binge_watched
SH2000,V10814,40,34,20.0,2024-08,False
SH2042,V10815,14,12,10.7,2024-06,True
SH2019,V10815,4,2,1.0,2024-07,False
SH2001,V10815,24,14,7.4,2024-07,False
SH2049,V10815,34,31,15.9,2024-07,True
SH2000,V10815,41,26,16.8,2024-01,False
SH2045,V10815,24,13,11.1,2023-11,True
SH2051,V10816,50,43,13.7,2024-08,False
SH2046,V10816,28,22,19.5,2023-11,True
SH2014,V10816,39,25,17.5,2024-10,True
SH2024,V10816,40,35,11.0,2024-01,False
SH2023,V10816,21,19,13.8,2024-09,False
SH2048,V10816,37,26,18.2,2024-07,False
SH2027,V10816,1,0,0.0,2024-01,False
SH2045,V10816,17,16,11.0,2024-10,True
SH2038,V10816,2,1,0.6,2024-08,False
SH2009,V10816,21,14,9.8,2023-11,True
SH2055,V10816,69,61,25.6,2024-10,False
SH2015,V10817,4,2,0.9,2024-07,False
SH2020,V10817,38,22,12.5,2023-11,False
SH2016,V10817,2,1,0.8,2024-01,False
SH2025,V10817,48,31,17.2,2024-03,False
SH2033,V10818,6,5,2.7,2024-06,False
SH2045,V10818,48,42,28.9,2024-05,True
SH2000,V10818,67,53,40.9,2024-04,False
SH2050,V10818,12,10,6.7,2024-02,False
SH2019,V10818,1,0,0.0,2023-11,False
SH2008,V10818,6,2,0.8,2024-10,False
SH2037,V10819,5,3,2.4,2024-02,True
SH2023,V10819,21,20,15.6,2024-05,False
SH2008,V10819,9,5,3.8,2024-08,True
SH2052,V10819,13,5,2.1,2024-09,True
SH2055,V10819,20,8,6.9,2024-07,False
SH2047,V10819,2,1,0.7,2024-09,False
SH2042,V10819,22,17,15.2,2024-01,True
SH2022,V10819,3,2,1.3,2024-10,False
SH2018,V10819,8,7,5.9,2024-02,False
SH2038,V10820,4,3,2.0,2024-07,False
SH2001,V10820,39,30,19.5,2024-03,False
SH2051,V10820,26,7,5.9,2024-09,True
SH2050,V10820,30,19,17.0,2024-06,True
SH2047,V10821,3,2,1.3,2024-04,False
SH2008,V10821,10,6,3.9,2024-09,True
SH2033,V10821,9,8,6.7,2024-07,False
SH2051,V10821,39,29,10.9,2024-04,True
SH2059,V10821,5,2,1.1,2024-08,False
SH2028,V10821,42,35,28.1,2024-06,False
SH2022,V10821,1,0,0.0,2024-10,False
SH2048,V10821,9,8,3.5,2024-07,False
SH2036,V10821,1,0,0.0,2024-04,False
SH2054,V10821,5,1,0.4,2024-06,False
SH2024,V10822,19,12,10.3,2024-09,False
SH2016,V10822,3,2,1.7,2024-10,False
SH2032,V10822,5,1,0.4,2023-12,False
SH2027,V10822,4,2,1.1,2023-12,False
SH2039,V10822,6,3,0.9,2024-01,False
SH2041,V10822,1,0,0.0,2024-01,False
SH2014,V10822,11,8,3.6,2024-10,True
SH2031,V10822,21,17,12.7,2024-07,False
SH2052,V10823,8,7,2.4,2024-10,False
SH2050,V10823,12,7,4.5,2024-06,True
SH2031,V10823,4,1,0.5,2024-09,False
SH2033,V10823,8,4,3.3,2024-06,False
SH2057,V10823,10,6,4.2,2024-03,False
SH2005,V10823,3,1,0.3,2024-01,False
SH2015,V10823,7,5,3.1,2024-10,False
SH2011,V10823,7,4,3.0,2023-12,False
SH2044,V10823,3,1,0.5,2024-06,False
SH2053,V10824,41,34,18.4,2023-11,False
SH2026,V10824,8,3,1.3,2023-12,True
SH2005,V10824,8,6,4.6,2024-04,False
SH2003,V10824,3,2,0.9,2024-07,False
SH2028,V10824,18,8,3.0,2024-01,True
SH2027,V10824,2,1,0.5,2024-02,False
SH2025,V10824,18,15,7.3,2024-01,True
SH2022,V10824,4,2,0.8,2023-12,False
SH2016,V10824,4,2,1.7,2023-11,False
SH2015,V10824,2,1,0.3,2024-07,False
SH2024,V10824,2,1,0.8,2024-08,False
SH2022,V10825,6,4,2.4,2024-01,True
SH2014,V10825,37,15,12.6,2024-05,True
SH2034,V10825,1,0,0.0,2023-11,False
SH2005,V10825,5,3,2.1,2024-10,True
SH2049,V10825,6,2,1.0,2023-12,False
SH2056,V10825,16,6,1.9,2023-11,False
SH2054,V10825,7,5,2.8,2024-01,False
SH2024,V10825,3,2,0.9,2023-11,False
SH2044,V10825,6,2,1.5,2024-01,False
SH2040,V10825,22,18,8.5,2024-08,False
SH2021,V10825,12,6,1.9,2024-10,False
SH2012,V10825,3,2,0.9,2024-09,False
SH2013,V10826,6,5,2.4,2023-12,False
SH2033,V10826,8,5,3.6,2023-12,False
SH2003,V10826,2,0,0.0,2024-07,False
SH2029,V10826,6,3,2.6,2024-04,True
SH2052,V10826,6,3,1.6,2024-01,True
SH2039,V10826,2,1,0.4,2024-03,False
SH2002,V10826,28,22,14.4,2024-05,True
SH2036,V10826,2,1,0.7,2024-07,False
SH2043,V10826,16,9,6.9,2024-04,True
SH2053,V10826,12,9,5.8,2024-06,False
SH2032,V10826,25,18,9.8,2024-09,True
SH2042,V10826,1,0,0.0,2024-10,False
SH2038,V10827,8,3,2.0,2024-09,False
SH2032,V10827,13,8,5.8,2024-09,False
SH2056,V10827,27,22,9.9,2024-02,True
SH2002,V10827,27,15,13.2,2024-08,False
SH2053,V10828,25,18,5.5,2024-01,True
SH2055,V10828,70,65,35.2,2024-10,True
SH2000,V10828,38,22,19.0,2024-09,False
SH2012,V10828,22,17,14.3,2024-03,False
SH2031,V10828,24,17,8.3,2023-11,True
SH2044,V10828,6,5,1.8,2024-02,False
SH2002,V10829,22,17,9.5,2023-12,True
SH2003,V10829,3,2,0.9,2024-03,False
SH2019,V10829,2,0,0.0,2023-12,False
SH2045,V10829,12,8,6.3,2024-08,False
SH2046,V10829,10,4,2.2,2024-03,False
SH2016,V10829,1,0,0.0,2024-03,False
SH2026,V10829,4,3,1.8,2024-05,False
SH2010,V10830,33,26,9.9,2024-02,False
SH2004,V10830,55,36,18.3,2024-09,True
SH2015,V10830,4,2,1.2,2024-10,False
SH2024,V10830,1,0,0.0,2024-01,False
SH2052,V10830,5,3,1.4,2024-02,True
SH2037,V10830,20,18,16.0,2024-07,True
SH2044,V10830,6,5,2.5,2024-01,True
SH2048,V10830,38,22,8.8,2024-09,False
SH2000,V10830,6,5,2.9,2024-04,True
SH2036,V10830,4,2,1.1,2023-12,False
SH2008,V10830,4,2,1.6,2023-12,False
SH2034,V10830,4,2,0.9,2024-02,False
SH2013,V10830,4,2,1.3,2024-06,False
SH2043,V10830,13,10,4.5,2024-02,False
SH2013,V10831,7,4,3.3,2024-06,False
SH2025,V10831,40,36,14.8,2024-01,True
SH2056,V10831,30,15,11.6,2024-10,False
SH2046,V10831,16,13,8.1,2024-07,True
SH2002,V10831,10,4,1.5,2024-01,False
SH2008,V10831,9,7,4.7,2024-08,False
SH2001,V10831,14,11,4.7,2024-10,True
SH2024,V10831,28,17,14.7,2024-01,False
SH2015,V10831,4,2,1.7,2024-04,False
SH2012,V10831,14,9,6.5,2024-08,True
SH2055,V10831,50,29,11.6,2024-07,False
SH2037,V10831,19,13,10.1,2024-07,False
SH2005,V10831,1,0,0.0,2024-01,False
SH2041,V10831,4,3,1.2,2024-06,True
SH2033,V10832,5,2,1.0,2024-10,False
SH2046,V10832,14,11,3.3,2024-05,False
SH2032,V10832,15,12,5.2,2024-10,False
SH2036,V10832,5,2,1.7,2024-02,False
SH2045,V10832,10,5,3.7,2024-03,False
SH2030,V10832,8,4,2.0,2024-07,False
SH2011,V10832,1,0,0.0,2024-07,False
SH2013,V10832,9,6,2.3,2024-03,True
SH2056,V10832,2,1,0.5,2024-10,False
SH2021,V10833,22,15,5.0,2024-09,False
SH2056,V10833,16,8,3.1,2024-04,False
SH2007,V10833,6,4,2.5,2024-10,True
SH2037,V10833,26,23,13.5,2024-07,True
SH2041,V10833,8,7,5.4,2024-02,False
SH2040,V10833,41,23,13.2,2024-02,False
SH2043,V10833,3,1,0.6,2024-09,False
SH2015,V10833,3,2,0.8,2024-09,False
SH2032,V10833,27,15,10.1,2024-01,True
SH2047,V10833,3,2,1.3,2024-09,False
SH2042,V10833,17,15,8.8,2024-04,True
SH2011,V10833,5,4,3.1,2024-05,False
SH2037,V10834,46,31,18.4,2024-10,False
SH2029,V10834,13,10,5.0,2024-01,True
SH2059,V10834,1,0,0.0,2023-11,False
SH2045,V10834,24,21,10.3,2024-03,True
SH2052,V10834,9,5,4.3,2024-05,False
SH2007,V10834,28,17,10.5,2024-02,False
SH2040,V10834,4,3,1.3,2023-12,False
SH2024,V10834,13,12,4.0,2024-05,True
SH2015,V10834,3,2,0.7,2024-01,False
SH2017,V10834,26,19,9.1,2024-04,True
SH2033,V10834,8,5,2.6,2024-09,False
SH2057,V10834,8,6,3.5,2024-02,False
SH2048,V10834,15,13,7.1,2023-12,False
SH2023,V10834,15,10,8.3,2024-06,False
SH2046,V10834,29,27,20.1,2024-05,True
SH2008,V10835,4,1,0.6,2023-11,False
SH2003,V10835,5,2,1.7,2023-11,False
SH2043,V10835,10,7,6.0,2024-04,False
SH2052,V10835,10,9,7.6,2023-11,False
SH2024,V10835,48,35,30.2,2024-10,True
SH2054,V10835,2,1,0.6,2024-05,False
SH2001,V10835,13,10,7.7,2024-09,True
SH2053,V10835,33,28,14.9,2024-03,False
SH2014,V10835,38,17,10.2,2023-12,False
SH2042,V10835,25,13,10.7,2024-10,False
SH2044,V10835,2,0,0.0,2024-10,False
SH2034,V10835,12,10,8.5,2024-09,False
SH2025,V10835,4,2,1.0,2024-07,False
SH2050,V10836,2,1,0.7,2024-08,False
SH2004,V10836,5,3,2.1,2023-12,True
SH2053,V10836,25,8,6.9,2024-10,False
SH2010,V10836,2,1,0.9,2024-09,False
SH2028,V10836,10,8,7.1,2024-01,True
SH2059,V10836,1,0,0.0,2024-08,False
SH2022,V10836,6,4,3.2,2024-05,False
SH2033,V10836,7,6,5.3,2023-12,False
SH2038,V10836,2,1,0.6,2024-09,False
SH2030,V10836,7,1,0.5,2024-01,False
SH2044,V10836,1,0,0.0,2024-02,False
SH2057,V10836,11,10,9.0,2024-04,False
SH2018,V10836,8,4,1.7,2024-03,False
SH2011,V10836,6,1,0.7,2023-11,False
SH2006,V10837,1,0,0.0,2024-02,False
SH2005,V10837,1,0,0.0,2024-07,False
SH2040,V10837,44,31,17.4,2023-11,True
SH2016,V10837,3,1,0.7,2024-08,False
SH2019,V10837,1,0,0.0,2024-05,False
SH2024,V10837,48,20,17.4,2024-08,False
SH2049,V10837,4,3,0.9,2024-03,False
SH2053,V10837,2,1,0.5,2024-05,False
SH2004,V10837,18,17,9.1,2024-06,True
SH2020,V10837,4,2,0.9,2024-04,False
SH2008,V10837,5,4,2.9,2024-06,False
SH2013,V10837,5,4,2.8,2023-12,True
SH2015,V10837,2,1,0.8,2024-01,False
SH2057,V10838,12,9,3.1,2024-01,False
SH2034,V10838,2,1,0.9,2024-01,False
SH2050,V10838,11,9,7.8,2024-07,False
SH2043,V10838,9,7,2.2,2024-09,False
SH2006,V10838,1,0,0.0,2024-10,False
SH2036,V10838,5,3,1.9,2024-04,False
SH2047,V10838,1,0,0.0,2024-08,False
SH2010,V10838,12,6,2.9,2024-07,False
SH2042,V10838,18,10,6.9,2023-12,False
SH2014,V10839,34,31,19.2,2024-04,False
SH2054,V10839,7,4,3.1,2024-10,False
SH2005,V10839,8,6,2.5,2024-07,False
SH2052,V10839,11,7,5.4,2024-09,False
SH2003,V10839,3,2,0.6,2024-01,False
SH2023,V10839,8,5,4.3,2024-03,True
SH2047,V10839,4,2,1.2,2024-02,False
SH2021,V10839,4,2,1.4,2024-01,False
SH2034,V10839,11,8,5.8,2024-03,True
SH2030,V10839,7,5,4.0,2024-08,False
SH2050,V10839,37,22,16.5,2024-01,True
SH2003,V10840,2,1,0.3,2023-11,False
SH2045,V10840,34,22,15.0,2024-05,False
SH2054,V10840,9,6,5.1,2024-01,False
SH2048,V10840,22,11,3.5,2023-11,True
SH2051,V10840,8,6,5.0,2023-11,False
SH2026,V10840,27,18,9.3,2024-07,False
SH2006,V10840,2,1,0.8,2024-04,False
SH2046,V10840,16,14,6.4,2024-05,False
SH2032,V10840,22,18,12.2,2024-08,False
SH2058,V10840,15,8,3.4,2023-12,False
SH2028,V10840,10,8,5.0,2024-10,False
SH2011,V10840,8,6,2.7,2023-12,False
SH2025,V10841,2,1,0.8,2024-09,False
SH2031,V10841,5,3,1.6,2024-08,True
SH2005,V10841,3,1,0.6,2024-09,False
SH2014,V10842,17,8,3.8,2024-04,True
SH2057,V10842,7,4,3.2,2024-06,True
SH2046,V10842,23,7,3.7,2024-04,False
SH2034,V10842,7,5,4.4,2024-01,False
SH2036,V10842,1,0,0.0,2024-05,False
SH2037,V10842,1,0,0.0,2024-09,False
SH2029,V10842,4,3,1.7,2023-12,False
SH2030,V10843,5,3,1.0,2024-02,False
SH2006,V10843,1,0,0.0,2024-10,False
SH2027,V10843,3,2,1.4,2024-03,False
SH2002,V10843,18,16,9.3,2023-12,False
SH2005,V10843,1,0,0.0,2024-04,False
SH2007,V10843,25,20,9.2,2024-04,False
SH2018,V10843,5,3,1.8,2024-08,True
SH2028,V10844,20,16,9.3,2024-01,True
SH2055,V10844,28,25,15.9,2024-04,False
SH2034,V10844,3,1,0.9,2024-10,False
SH2006,V10844,4,2,1.0,2023-12,False
SH2015,V10844,7,5,3.4,2024-10,False
SH2040,V10844,31,18,11.3,2024-09,False
SH2001,V10844,30,21,14.0,2024-06,False
SH2008,V10844,10,7,4.9,2024-01,False
SH2019,V10844,3,2,1.1,2024-01,False
SH2053,V10844,42,17,14.7,2024-08,True
SH2012,V10844,2,0,0.0,2024-07,False
SH2003,V10845,5,4,2.3,2023-12,False
SH2002,V10845,15,12,5.7,2024-08,False
SH2019,V10845,2,1,0.4,2024-06,False
SH2023,V10845,7,3,1.4,2024-10,False
SH2026,V10845,18,16,12.7,2024-01,True
SH2059,V10845,4,2,1.1,2024-03,False
SH2045,V10845,41,21,9.1,2024-01,False
SH2006,V10845,5,2,1.2,2024-10,False
SH2047,V10846,3,1,0.8,2024-07,False
SH2045,V10846,46,42,29.9,2024-04,False
SH2018,V10846,1,0,0.0,2024-07,False
SH2002,V10846,33,27,11.0,2024-07,True
SH2000,V10847,62,54,36.0,2023-11,False
SH2011,V10847,8,7,3.0,2024-06,True
SH2001,V10847,21,17,10.8,2024-03,False
SH2031,V10847,1,0,0.0,2024-06,False
SH2058,V10847,5,3,1.1,2024-03,True
SH2051,V10847,28,14,8.9,2024-05,False
SH2040,V10847,29,20,10.1,2024-10,False
SH2033,V10847,1,0,0.0,2024-10,False
SH2009,V10847,9,8,4.6,2024-02,False
SH2005,V10847,2,0,0.0,2023-11,False
SH2022,V10847,8,5,3.9,2024-09,True
SH2039,V10847,4,2,1.1,2024-03,False
SH2000,V10848,11,10,4.1,2023-12,True
SH2053,V10848,48,31,18.4,2024-01,False
SH2056,V10848,8,6,5.2,2023-12,False
SH2029,V10848,13,8,6.7,2024-01,True
SH2022,V10848,4,3,1.3,2023-11,True
SH2021,V10848,31,13,10.0,2024-01,True
SH2040,V10848,29,25,10.3,2024-08,False
SH2050,V10848,16,15,10.8,2023-12,True
SH2006,V10848,2,1,0.3,2024-02,False
SH2010,V10848,15,11,7.7,2024-03,False
SH2020,V10848,26,18,15.6,2024-10,False
SH2008,V10848,10,8,3.1,2024-03,False
SH2030,V10848,2,1,0.7,2023-11,False
SH2039,V10848,6,3,1.1,2024-04,True
SH2036,V10849,3,2,1.3,2023-12,False
SH2056,V10849,6,2,0.7,2024-05,False
SH2022,V10849,4,2,0.7,2024-09,False
SH2018,V10849,1,0,0.0,2024-02,False
SH2039,V10849,1,0,0.0,2023-12,False
SH2023,V10849,5,4,3.4,2024-02,False
SH2011,V10849,6,5,1.7,2024-05,False
SH2046,V10850,26,22,13.2,2024-01,True
SH2012,V10850,22,15,5.4,2024-06,False
SH2044,V10850,7,5,4.0,2024-10,True
SH2047,V10850,2,1,0.4,2024-02,False
SH2038,V10850,6,4,2.8,2023-12,False
SH2006,V10850,2,1,0.6,2023-12,False
SH2032,V10850,29,12,5.4,2024-09,False
SH2000,V10850,69,61,38.8,2024-09,True
SH2042,V10850,26,17,8.7,2024-07,True
SH2026,V10850,9,7,5.0,2024-04,True
SH2027,V10850,2,1,0.3,2024-07,False
SH2045,V10850,43,32,15.1,2024-10,True
SH2018,V10850,6,4,2.1,2024-09,False
SH2036,V10850,3,2,1.3,2024-03,False
SH2021,V10851,31,23,8.0,2024-05,True
SH2019,V10851,4,2,1.1,2024-06,False
SH2041,V10851,31,9,3.4,2024-01,True
SH2017,V10851,25,23,15.8,2024-02,False
SH2008,V10851,4,3,2.4,2024-08,True
SH2051,V10851,31,16,9.6,2024-05,False
SH2028,V10851,30,24,10.1,2024-10,True
SH2018,V10851,6,4,1.8,2024-04,True
SH2006,V10851,4,3,1.6,2024-07,True
SH2053,V10851,44,32,14.4,2024-03,False
SH2058,V10851,32,25,20.3,2024-10,False
SH2031,V10851,22,19,6.6,2024-06,True
SH2025,V10851,66,60,28.9,2024-02,False
SH2059,V10852,1,0,0.0,2024-10,False
SH2057,V10852,2,0,0.0,2024-10,False
SH2027,V10852,3,2,1.8,2023-12,False
SH2029,V10852,5,3,1.2,2024-01,True
SH2040,V10852,12,6,4.9,2023-11,False
SH2017,V10852,25,14,10.8,2024-05,True
SH2002,V10853,14,8,6.3,2023-12,False
SH2036,V10853,6,2,0.7,2024-08,False
SH2045,V10853,7,4,1.6,2024-07,True
SH2020,V10853,35,22,7.4,2024-10,False
SH2040,V10853,13,10,4.2,2024-06,False
SH2012,V10853,12,9,6.0,2023-11,False
SH2000,V10853,49,38,30.6,2024-01,False
SH2011,V10853,4,3,1.9,2024-08,False
SH2013,V10853,6,5,2.2,2024-08,False
SH2019,V10853,3,1,0.8,2023-12,False
SH2038,V10853,2,1,0.3,2024-02,False
SH2026,V10853,10,9,4.5,2024-08,False
SH2006,V10853,1,0,0.0,2024-10,False
SH2057,V10854,11,7,3.6,2024-04,True
SH2022,V10854,9,5,3.9,2024-08,False
SH2053,V10854,2,1,0.5,2024-03,False
SH2034,V10854,5,3,2.2,2024-06,True
SH2043,V10854,17,15,6.2,2024-10,True
SH2001,V10854,7,6,2.3,2024-03,False
SH2020,V10854,5,4,3.4,2024-03,False
SH2044,V10854,1,0,0.0,2024-07,False
SH2047,V10854,1,0,0.0,2024-09,False
SH2049,V10854,17,14,12.5,2024-04,False
SH2021,V10854,31,20,11.7,2024-05,False
SH2042,V10854,22,13,5.1,2024-02,True
SH2029,V10854,10,5,3.6,2024-01,True
SH2009,V10854,5,2,1.6,2024-10,False
SH2058,V10854,26,23,18.5,2024-10,True
SH2008,V10855,4,1,0.7,2024-09,False
SH2025,V10855,42,33,27.1,2024-05,True
SH2059,V10855,1,0,0.0,2024-10,False
SH2005,V10855,5,4,1.7,2024-02,False
SH2037,V10855,37,29,20.9,2024-02,True
SH2013,V10855,1,0,0.0,2024-07,False
SH2004,V10855,4,2,0.8,2023-11,False
SH2007,V10855,11,10,3.6,2024-03,True
SH2052,V10855,8,6,4.0,2024-06,False
SH2034,V10855,4,3,1.2,2024-01,True
SH2017,V10855,3,2,0.7,2024-09,False
SH2001,V10855,14,7,5.4,2023-12,False
SH2032,V10855,36,30,15.9,2024-05,False
SH2030,V10855,6,5,3.6,2024-02,True
SH2011,V10856,6,3,2.1,2024-02,False
SH2051,V10856,43,38,28.9,2023-11,True
SH2039,V10856,5,3,1.6,2024-01,False
SH2038,V10857,6,3,1.5,2024-07,True
SH2043,V10857,9,6,2.9,2024-10,False
SH2041,V10857,5,3,1.4,2024-01,False
SH2000,V10857,34,24,17.7,2024-08,False
SH2026,V10857,1,0,0.0,2024-01,False
SH2025,V10857,23,21,17.3,2024-02,True
SH2013,V10857,9,4,3.1,2024-08,False
SH2008,V10857,2,1,0.6,2023-12,False
SH2058,V10857,6,3,1.0,2023-11,True
SH2052,V10857,9,6,5.2,2024-09,True
SH2022,V10857,1,0,0.0,2023-11,False
SH2019,V10857,2,1,0.5,2024-09,False
SH2026,V10858,2,1,0.6,2023-11,False
SH2057,V10858,11,8,6.8,2024-08,False
SH2010,V10858,25,18,15.7,2023-12,False
SH2029,V10858,14,13,6.1,2024-02,False
SH2036,V10858,5,2,1.6,2024-09,False
SH2020,V10858,4,3,1.1,2023-11,True
SH2053,V10858,46,33,29.1,2024-04,False
SH2022,V10858,7,6,4.2,2024-08,True
SH2006,V10858,5,3,2.3,2024-04,True
SH2056,V10859,4,2,1.1,2024-08,False
SH2024,V10859,38,20,13.7,2024-03,False
SH2039,V10859,6,5,1.7,2024-09,False
SH2037,V10859,50,25,18.6,2024-08,False
SH2033,V10860,3,1,0.6,2024-05,False
SH2056,V10860,31,24,18.0,2024-01,True
SH2023,V10860,14,11,5.0,2024-08,True
SH2059,V10861,4,1,0.7,2024-03,False
SH2037,V10861,4,2,1.3,2024-03,False
SH2058,V10861,21,9,4.0,2023-12,False
SH2029,V10861,5,2,1.5,2024-07,False
SH2030,V10861,4,2,1.2,2024-04,False
SH2049,V10862,33,19,10.4,2024-08,True
SH2042,V10862,14,9,3.8,2024-08,False
SH2014,V10862,9,6,2.7,2024-04,False
SH2051,V10862,17,7,2.3,2024-10,False
SH2010,V10862,39,22,12.7,2024-07,False
SH2002,V10862,29,20,10.6,2023-11,False
SH2037,V10862,24,16,6.5,2024-03,True
SH2026,V10862,11,9,6.2,2024-06,False
SH2013,V10863,2,1,0.7,2024-01,False
SH2012,V10863,14,8,2.6,2024-09,False
SH2010,V10863,9,3,1.9,2024-07,True
SH2006,V10863,5,2,0.6,2024-01,False
SH2002,V10863,20,16,7.4,2023-11,True
SH2011,V10863,3,2,0.8,2024-08,False
SH2021,V10863,15,11,9.2,2024-04,False
SH2051,V10863,18,10,7.3,2024-06,False
SH2059,V10863,5,4,3.0,2024-02,False
SH2050,V10863,5,3,2.3,2024-09,False
SH2024,V10864,4,2,1.1,2023-12,False
SH2037,V10864,25,14,8.4,2024-05,True
SH2041,V10864,22,17,14.3,2024-02,False
SH2030,V10864,8,6,5.1,2024-10,False
SH2010,V10864,13,5,4.1,2024-07,True
SH2020,V10864,16,13,7.7,2024-06,True
SH2001,V10864,37,34,13.9,2024-02,False
SH2009,V10864,17,4,1.3,2024-06,False
SH2043,V10864,7,3,2.5,2024-09,True
SH2006,V10864,6,5,2.4,2024-02,False
SH2039,V10864,2,1,0.6,2024-03,False
SH2017,V10864,4,2,1.5,2023-12,False
SH2048,V10864,42,25,21.3,2024-09,False
SH2056,V10865,4,3,1.5,2024-04,True
SH2004,V10865,12,11,3.7,2023-12,False
SH2038,V10865,5,4,3.1,2024-03,False
SH2023,V10865,5,3,1.3,2024-02,True
SH2029,V10865,2,1,0.4,2024-06,False
SH2050,V10865,7,4,1.6,2024-02,True
SH2049,V10866,34,18,11.3,2024-03,False
SH2005,V10866,6,2,1.8,2024-08,False
SH2050,V10866,21,12,4.6,2024-05,False
SH2030,V10866,2,1,0.7,2024-02,False
SH2020,V10866,7,4,3.5,2024-04,False
SH2014,V10866,8,5,2.1,2024-07,True
SH2031,V10866,22,19,15.4,2024-07,False
SH2021,V10867,12,6,4.8,2024-09,False
SH2013,V10867,9,5,1.7,2024-04,False
SH2005,V10867,4,3,2.4,2023-12,False
SH2043,V10867,19,7,3.3,2024-07,False
SH2041,V10867,20,9,5.2,2024-06,False
SH2018,V10867,2,1,0.7,2024-09,False
SH2022,V10867,6,5,4.4,2024-10,False
SH2008,V10867,7,4,3.4,2024-07,False
SH2034,V10868,2,1,0.4,2023-11,False
SH2000,V10868,62,31,22.9,2024-04,True
SH2006,V10868,3,2,1.2,2024-06,False
SH2044,V10868,3,1,0.4,2024-07,False
SH2050,V10868,1,0,0.0,2024-02,False
SH2002,V10868,24,19,10.2,2024-10,False
SH2040,V10869,31,26,20.7,2023-12,True
SH2024,V10869,24,12,9.9,2024-05,False
SH2003,V10869,3,1,0.3,2024-04,False
SH2038,V10869,8,6,2.7,2024-07,False
SH2026,V10869,21,17,13.7,2024-09,False
SH2021,V10869,2,0,0.0,2024-01,False
SH2004,V10869,54,45,19.3,2024-07,False
SH2027,V10869,3,2,0.8,2024-10,False
SH2022,V10869,8,6,4.9,2024-09,False
SH2036,V10869,5,2,1.2,2024-03,False
SH2051,V10869,10,7,3.0,2024-07,True
SH2042,V10869,24,22,9.8,2024-08,True
SH2016,V10869,1,0,0.0,2024-05,False
SH2015,V10869,6,3,1.6,2023-12,False
SH2019,V10869,2,1,0.7,2024-01,False
SH2057,V10870,9,4,3.3,2024-09,False
SH2017,V10870,28,19,8.0,2024-02,False
SH2008,V10870,8,3,1.2,2023-12,True
SH2058,V10871,26,21,13.4,2024-09,False
SH2047,V10871,2,1,0.9,2023-11,False
SH2009,V10871,12,9,6.3,2024-01,True
SH2018,V10871,8,4,1.2,2024-02,False
SH2052,V10871,14,8,3.0,2024-03,False
SH2027,V10871,3,2,1.5,2024-05,False
SH2043,V10872,8,7,2.4,2024-07,False
SH2002,V10872,20,16,11.6,2024-06,False
SH2059,V10872,5,3,1.2,2024-05,False
SH2015,V10872,3,2,1.1,2024-08,False
SH2022,V10872,8,2,1.8,2024-02,False
SH2033,V10872,6,4,2.7,2024-05,False
SH2017,V10872,25,19,10.3,2024-08,False
SH2032,V10872,22,18,14.3,2024-02,False
SH2005,V10872,6,4,3.0,2024-01,False
SH2044,V10873,2,1,0.8,2024-06,False
SH2054,V10873,1,0,0.0,2024-06,False
SH2046,V10873,23,16,6.7,2024-07,False
SH2011,V10873,8,4,1.6,2024-06,False
SH2013,V10873,4,2,1.4,2024-09,False
SH2058,V10873,7,4,2.6,2024-05,True
SH2039,V10873,5,3,2.2,2024-03,True
SH2034,V10873,3,2,1.2,2024-04,False
SH2028,V10873,32,28,16.7,2024-09,False
SH2006,V10873,2,1,0.5,2024-09,False
SH2033,V10874,8,7,5.0,2024-05,False
SH2007,V10874,22,12,8.1,2024-08,False
SH2004,V10874,19,12,9.3,2024-02,False
SH2056,V10874,36,31,13.6,2024-05,False
SH2055,V10874,57,44,13.7,2024-10,True
SH2054,V10874,8,4,3.5,2024-10,False
SH2029,V10874,9,5,3.3,2024-07,False
SH2038,V10875,5,4,3.4,2024-10,False
SH2007,V10875,37,28,20.6,2024-08,False
SH2050,V10875,3,2,1.7,2023-12,False
SH2039,V10875,1,0,0.0,2024-08,False
SH2052,V10875,14,12,3.8,2024-02,False
SH2045,V10875,7,4,3.5,2024-07,True
SH2017,V10875,7,5,3.1,2023-11,True
SH2047,V10875,1,0,0.0,2024-08,False
SH2042,V10875,3,2,0.7,2024-06,False
SH2029,V10876,10,7,5.4,2024-06,False
SH2058,V10876,10,8,6.6,2024-07,False
SH2012,V10876,2,1,0.7,2024-03,False
SH2015,V10876,1,0,0.0,2024-03,False
SH2009,V10876,6,5,4.1,2024-03,False
SH2052,V10876,7,4,3.5,2024-02,False
SH2051,V10876,59,33,22.4,2024-10,False
SH2041,V10877,1,0,0.0,2024-06,False
SH2019,V10877,3,2,1.2,2023-12,False
SH2042,V10877,14,11,6.4,2024-07,True
SH2055,V10877,31,24,14.7,2023-11,True
SH2034,V10877,12,10,5.6,2024-07,False
SH2033,V10877,3,2,1.0,2024-04,False
SH2059,V10877,4,2,1.0,2023-12,False
SH2056,V10877,37,24,19.3,2024-04,True
SH2039,V10877,7,6,2.3,2024-02,False
SH2046,V10877,14,13,6.3,2024-02,False
SH2051,V10877,43,41,14.2,2024-06,False
SH2025,V10877,28,26,18.4,2024-06,True
SH2021,V10878,29,16,7.3,2024-02,False
SH2032,V10878,1,0,0.0,2024-06,False
SH2041,V10878,6,4,1.8,2023-11,False
SH2022,V10878,5,2,0.9,2024-05,False
SH2012,V10878,2,1,0.9,2024-05,False
