viewer_id,subscription_start,subscription_status,months_subscribed,churned_after_show,age_group
V11923,2024-07-03,Active,3,,55+
V11924,2024-07-03,Cancelled,3,,18-24
V11925,2024-09-01,Cancelled,1,,45-54
V11926,2022-10-02,Active,24,,55+
V11927,2023-10-02,Cancelled,12,SH2053,35-44
V11928,2023-10-02,Active,12,,35-44
V11929,2024-04-04,Active,6,,55+
V11930,2024-09-01,Active,1,,25-34
V11931,2022-10-02,Active,24,,25-34
V11932,2024-09-01,Active,1,,25-34
V11933,2024-04-04,Active,6,,45-54
V11934,2024-04-04,Active,6,,35-44
V11935,2021-10-02,Active,36,,55+
V11936,2022-10-02,Active,24,,35-44
V11937,2024-07-03,Active,3,,25-34
V11938,2024-07-03,Cancelled,3,,25-34
V11939,2024-09-01,Active,1,,45-54
V11940,2023-10-02,Active,12,,25-34
V11941,2024-04-04,Active,6,,35-44
V11942,2024-04-04,Paused,6,,35-44
V11943,2022-10-02,Active,24,,35-44
V11944,2024-09-01,Active,1,,45-54
V11945,2024-07-03,Active,3,,25-34
V11946,2024-07-03,Cancelled,3,,45-54
V11947,2024-09-01,Active,1,,35-44
V11948,2021-10-02,Active,36,,25-34
V11949,2024-04-04,Paused,6,,35-44
V11950,2023-10-02,Active,12,,35-44
V11951,2023-10-02,Active,12,,25-34
V11952,2024-07-03,Active,3,,18-24
V11953,2024-07-03,Active,3,,18-24
V11954,2024-07-03,Cancelled,3,,35-44
V11955,2024-04-04,Active,6,,25-34
V11956,2022-10-02,Active,24,,35-44
V11957,2024-07-03,Active,3,,35-44
V11958,2024-04-04,Active,6,,35-44
V11959,2021-10-02,Cancelled,36,,18-24
V11960,2022-10-02,Active,24,,35-44
V11961,2022-10-02,Cancelled,24,,35-44
V11962,2024-07-03,Active,3,,25-34
V11963,2024-07-03,Active,3,,25-34
V11964,2023-10-02,Active,12,,25-34
V11965,2024-04-04,Cancelled,6,,18-24
V11966,2022-10-02,Active,24,,35-44
V11967,2022-10-02,Active,24,,35-44
V11968,2024-04-04,Active,6,,45-54
V11969,2022-10-02,Cancelled,24,SH2056,25-34
V11970,2024-07-03,Active,3,,18-24
V11971,2023-10-02,Active,12,,25-34
V11972,2024-04-04,Active,6,,18-24
V11973,2024-04-04,Active,6,,35-44
V11974,2022-10-02,Active,24,,45-54
V11975,2023-10-02,Active,12,,35-44
V11976,2024-04-04,Active,6,,35-44
V11977,2024-04-04,Active,6,,25-34
V11978,2022-10-02,Active,24,,18-24
V11979,2024-04-04,Cancelled,6,,45-54
V11980,2022-10-02,Active,24,,25-34
V11981,2022-10-02,Cancelled,24,,35-44
V11982,2024-09-01,Cancelled,1,SH2039,25-34
V11983,2024-04-04,Active,6,,18-24
V11984,2024-09-01,Active,1,,35-44
V11985,2024-04-04,Cancelled,6,,25-34
V11986,2024-07-03,Active,3,,55+
V11987,2024-04-04,Cancelled,6,,25-34
V11988,2022-10-02,Active,24,,45-54
V11989,2024-04-04,Active,6,,35-44
V11990,2022-10-02,Active,24,,25-34
V11991,2022-10-02,Cancelled,24,,18-24
V11992,2024-04-04,Active,6,,25-34
V11993,2023-10-02,Active,12,,45-54
V11994,2022-10-02,Active,24,,25-34
V11995,2024-07-03,Active,3,,35-44
V11996,2024-04-04,Active,6,,25-34
V11997,2024-07-03,Active,3,,18-24
V11998,2024-07-03,Active,3,,45-54
V11999,2023-10-02,Active,12,,25-34
V12000,2024-07-03,Active,3,,25-34
V12001,2024-04-04,Active,6,,18-24
V12002,2024-09-01,Active,1,,35-44
V12003,2024-07-03,Active,3,,35-44
V12004,2022-10-02,Cancelled,24,SH2025,35-44
V12005,2023-10-02,Active,12,,35-44
V12006,2022-10-02,Active,24,,18-24
V12007,2024-09-01,Active,1,,25-34
V12008,2023-10-02,Active,12,,25-34
V12009,2022-10-02,Active,24,,18-24
V12010,2023-10-02,Cancelled,12,,35-44
V12011,2023-10-02,Cancelled,12,,25-34
V12012,2021-10-02,Active,36,,18-24
V12013,2024-04-04,Active,6,,25-34
V12014,2021-10-02,Active,36,,25-34
V12015,2022-10-02,Active,24,,18-24
V12016,2024-04-04,Active,6,,18-24
V12017,2021-10-02,Active,36,,35-44
V12018,2024-04-04,Active,6,,25-34
V12019,2024-07-03,Active,3,,45-54
V12020,2024-09-01,Active,1,,45-54
V12021,2024-07-03,Active,3,,25-34
V12022,2024-04-04,Active,6,,25-34
V12023,2024-04-04,Active,6,,25-34
V12024,2024-04-04,Cancelled,6,,55+
V12025,2024-04-04,Active,6,,25-34
V12026,2024-09-01,Active,1,,35-44
V12027,2024-07-03,Active,3,,55+
V12028,2024-07-03,Active,3,,18-24
V12029,2024-04-04,Active,6,,25-34
V12030,2024-04-04,Cancelled,6,,45-54
V12031,2022-10-02,Active,24,,25-34
V12032,2024-09-01,Active,1,,35-44
V12033,2022-10-02,Active,24,,18-24
V12034,2024-04-04,Cancelled,6,,35-44
V12035,2022-10-02,Cancelled,24,,45-54
V12036,2024-07-03,Active,3,,35-44
V12037,2024-09-01,Paused,1,,25-34
V12038,2022-10-02,Active,24,,25-34
V12039,2022-10-02,Active,24,,25-34
V12040,2024-09-01,Active,1,,25-34
V12041,2024-04-04,Active,6,,35-44
V12042,2023-10-02,Active,12,,25-34
V12043,2022-10-02,Active,24,,35-44
V12044,2024-04-04,Cancelled,6,,25-34
V12045,2023-10-02,Active,12,,18-24
V12046,2024-04-04,Active,6,,55+
V12047,2023-10-02,Active,12,,25-34
V12048,2022-10-02,Cancelled,24,SH2046,25-34
V12049,2024-04-04,Active,6,,35-44
V12050,2021-10-02,Active,36,,18-24
V12051,2023-10-02,Active,12,,45-54
V12052,2024-04-04,Active,6,,25-34
V12053,2023-10-02,Active,12,,45-54
V12054,2024-07-03,Active,3,,25-34
V12055,2022-10-02,Cancelled,24,,25-34
V12056,2024-09-01,Active,1,,25-34
V12057,2022-10-02,Cancelled,24,,25-34
V12058,2022-10-02,Cancelled,24,,18-24
V12059,2024-04-04,Active,6,,25-34
V12060,2024-09-01,Active,1,,25-34
V12061,2024-09-01,Active,1,,45-54
V12062,2022-10-02,Active,24,,25-34
V12063,2021-10-02,Active,36,,25-34
V12064,2024-07-03,Active,3,,25-34
V12065,2022-10-02,Active,24,,25-34
V12066,2022-10-02,Active,24,,25-34
V12067,2024-04-04,Active,6,,18-24
V12068,2024-04-04,Active,6,,35-44
V12069,2023-10-02,Active,12,,18-24
V12070,2024-04-04,Active,6,,55+
V12071,2024-04-04,Active,6,,45-54
V12072,2024-04-04,Active,6,,45-54
V12073,2022-10-02,Active,24,,18-24
V12074,2024-04-04,Cancelled,6,SH2058,18-24
V12075,2021-10-02,Cancelled,36,,25-34
V12076,2024-09-01,Active,1,,45-54
V12077,2023-10-02,Active,12,,25-34
V12078,2024-04-04,Active,6,,25-34
V12079,2021-10-02,Cancelled,36,,45-54
V12080,2023-10-02,Cancelled,12,,45-54
V12081,2024-09-01,Active,1,,35-44
V12082,2023-10-02,Cancelled,12,SH2024,25-34
V12083,2024-04-04,Active,6,,35-44
V12084,2024-04-04,Active,6,,25-34
V12085,2024-07-03,Active,3,,45-54
V12086,2024-09-01,Cancelled,1,,25-34
V12087,2022-10-02,Active,24,,35-44
V12088,2024-07-03,Cancelled,3,,25-34
V12089,2023-10-02,Cancelled,12,,25-34
V12090,2024-04-04,Active,6,,35-44
V12091,2024-04-04,Active,6,,45-54
V12092,2024-09-01,Active,1,,25-34
V12093,2024-09-01,Active,1,,35-44
V12094,2023-10-02,Active,12,,18-24
V12095,2022-10-02,Active,24,,45-54
V12096,2024-07-03,Active,3,,25-34
V12097,2022-10-02,Active,24,,25-34
V12098,2024-09-01,Active,1,,35-44
V12099,2024-09-01,Active,1,,45-54
V12100,2024-07-03,Active,3,,25-34
V12101,2022-10-02,Cancelled,24,SH2019,55+
V12102,2024-07-03,Active,3,,35-44
V12103,2024-09-01,Cancelled,1,,18-24
V12104,2023-10-02,Cancelled,12,,18-24
V12105,2022-10-02,Active,24,,25-34
V12106,2024-07-03,Active,3,,45-54
V12107,2024-04-04,Active,6,,25-34
V12108,2024-04-04,Active,6,,25-34
V12109,2024-04-04,Active,6,,25-34
V12110,2024-07-03,Active,3,,25-34
V12111,2022-10-02,Active,24,,18-24
V12112,2024-09-01,Paused,1,,25-34
V12113,2022-10-02,Active,24,,55+
V12114,2022-10-02,Active,24,,18-24
V12115,2024-07-03,Active,3,,25-34
V12116,2024-07-03,Active,3,,35-44
V12117,2024-04-04,Active,6,,18-24
V12118,2021-10-02,Active,36,,45-54
V12119,2024-04-04,Active,6,,25-34
V12120,2024-07-03,Cancelled,3,SH2005,35-44
V12121,2024-09-01,Active,1,,55+
V12122,2023-10-02,Active,12,,18-24
V12123,2024-09-01,Active,1,,45-54
V12124,2024-04-04,Active,6,,55+
V12125,2024-04-04,Active,6,,35-44
V12126,2022-10-02,Cancelled,24,,18-24
V12127,2024-04-04,Cancelled,6,,18-24
V12128,2022-10-02,Active,24,,25-34
V12129,2024-09-01,Active,1,,25-34
V12130,2022-10-02,Active,24,,25-34
V12131,2023-10-02,Active,12,,25-34
V12132,2023-10-02,Cancelled,12,,35-44
V12133,2024-09-01,Cancelled,1,,18-24
V12134,2024-07-03,Cancelled,3,,35-44
V12135,2024-07-03,Active,3,,35-44
V12136,2023-10-02,Active,12,,55+
V12137,2022-10-02,Active,24,,45-54
V12138,2024-04-04,Active,6,,25-34
V12139,2024-04-04,Active,6,,25-34
V12140,2023-10-02,Active,12,,35-44
V12141,2024-09-01,Cancelled,1,SH2023,25-34
V12142,2022-10-02,Cancelled,24,,25-34
V12143,2024-04-04,Active,6,,55+
V12144,2023-10-02,Active,12,,25-34
V12145,2024-07-03,Paused,3,,18-24
V12146,2024-07-03,Active,3,,25-34
V12147,2024-04-04,Active,6,,18-24
V12148,2024-07-03,Cancelled,3,,18-24
V12149,2023-10-02,Cancelled,12,SH2036,45-54
V12150,2023-10-02,Cancelled,12,,55+
V12151,2024-09-01,Active,1,,18-24
V12152,2022-10-02,Active,24,,25-34
V12153,2024-04-04,Active,6,,45-54
V12154,2024-04-04,Active,6,,25-34
V12155,2024-04-04,Active,6,,35-44
V12156,2024-04-04,Active,6,,55+
V12157,2022-10-02,Cancelled,24,SH2044,25-34
V12158,2021-10-02,Active,36,,45-54
V12159,2024-04-04,Active,6,,25-34
V12160,2024-04-04,Active,6,,45-54
V12161,2024-07-03,Cancelled,3,SH2053,25-34
V12162,2022-10-02,Active,24,,25-34
V12163,2022-10-02,Cancelled,24,,18-24
V12164,2024-07-03,Active,3,,35-44
V12165,2022-10-02,Active,24,,45-54
V12166,2022-10-02,Cancelled,24,,25-34
V12167,2024-07-03,Active,3,,18-24
V12168,2024-09-01,Active,1,,25-34
V12169,2024-07-03,Active,3,,35-44
V12170,2024-09-01,Cancelled,1,SH2049,18-24
V12171,2024-04-04,Active,6,,45-54
V12172,2024-09-01,Active,1,,18-24
V12173,2024-09-01,Active,1,,35-44
V12174,2024-04-04,Cancelled,6,,55+
V12175,2024-09-01,Active,1,,45-54
V12176,2024-04-04,Cancelled,6,,45-54
V12177,2022-10-02,Active,24,,25-34
V12178,2021-10-02,Active,36,,18-24
V12179,2023-10-02,Active,12,,45-54
V12180,2023-10-02,Active,12,,55+
V12181,2022-10-02,Active,24,,25-34
V12182,2024-04-04,Active,6,,18-24
V12183,2024-07-03,Active,3,,25-34
V12184,2024-04-04,Active,6,,25-34
V12185,2023-10-02,Active,12,,18-24
V12186,2023-10-02,Paused,12,,35-44
V12187,2024-09-01,Active,1,,45-54
V12188,2024-07-03,Active,3,,25-34
V12189,2024-07-03,Cancelled,3,,35-44
V12190,2024-07-03,Active,3,,35-44
V12191,2024-04-04,Active,6,,18-24
V12192,2024-09-01,Paused,1,,45-54
V12193,2022-10-02,Active,24,,55+
V12194,2024-09-01,Active,1,,45-54
V12195,2024-07-03,Active,3,,18-24
V12196,2024-09-01,Active,1,,35-44
V12197,2023-10-02,Active,12,,35-44
V12198,2024-09-01,Active,1,,55+
V12199,2024-09-01,Active,1,,25-34
V12200,2023-10-02,Active,12,,25-34
V12201,2024-07-03,Active,3,,25-34
V12202,2024-07-03,Active,3,,25-34
V12203,2022-10-02,Active,24,,18-24
V12204,2023-10-02,Active,12,,25-34
V12205,2024-04-04,Active,6,,25-34
V12206,2024-07-03,Active,3,,25-34
V12207,2023-10-02,Active,12,,35-44
V12208,2023-10-02,Cancelled,12,,35-44
V12209,2024-07-03,Cancelled,3,,18-24
V12210,2023-10-02,Active,12,,25-34
V12211,2024-04-04,Active,6,,35-44
V12212,2022-10-02,Active,24,,18-24
V12213,2023-10-02,Active,12,,35-44
V12214,2024-07-03,Active,3,,35-44
V12215,2024-04-04,Active,6,,25-34
V12216,2024-07-03,Active,3,,18-24
V12217,2024-04-04,Active,6,,35-44
V12218,2024-07-03,Active,3,,45-54
V12219,2024-07-03,Active,3,,18-24
V12220,2023-10-02,Active,12,,25-34
V12221,2023-10-02,Active,12,,35-44
V12222,2024-04-04,Active,6,,18-24
V12223,2022-10-02,Active,24,,25-34
V12224,2024-07-03,Active,3,,45-54
V12225,2022-10-02,Active,24,,45-54
V12226,2024-09-01,Active,1,,55+
V12227,2023-10-02,Active,12,,45-54
V12228,2021-10-02,Cancelled,36,,45-54
V12229,2024-07-03,Cancelled,3,,25-34
V12230,2024-04-04,Active,6,,25-34
V12231,2024-09-01,Active,1,,55+
V12232,2021-10-02,Active,36,,55+
V12233,2022-10-02,Active,24,,18-24
V12234,2022-10-02,Active,24,,45-54
V12235,2022-10-02,Cancelled,24,SH2004,35-44
V12236,2024-09-01,Cancelled,1,,35-44
V12237,2024-04-04,Active,6,,18-24
V12238,2022-10-02,Active,24,,25-34
V12239,2024-09-01,Active,1,,25-34
V12240,2024-04-04,Active,6,,25-34
V12241,2021-10-02,Active,36,,45-54
V12242,2024-09-01,Active,1,,25-34
V12243,2024-04-04,Cancelled,6,SH2004,18-24
V12244,2022-10-02,Paused,24,,25-34
V12245,2024-04-04,Paused,6,,25-34
V12246,2023-10-02,Active,12,,35-44
V12247,2024-07-03,Cancelled,3,SH2015,35-44
V12248,2021-10-02,Active,36,,18-24
V12249,2023-10-02,Cancelled,12,SH2041,25-34
V12250,2023-10-02,Active,12,,35-44
V12251,2023-10-02,Paused,12,,55+
V12252,2023-10-02,Active,12,,25-34
V12253,2022-10-02,Active,24,,25-34
V12254,2024-04-04,Cancelled,6,,18-24
V12255,2024-04-04,Active,6,,25-34
V12256,2022-10-02,Cancelled,24,,25-34
V12257,2023-10-02,Active,12,,35-44
V12258,2021-10-02,Active,36,,25-34
V12259,2022-10-02,Active,24,,18-24
V12260,2024-04-04,Active,6,,45-54
V12261,2024-04-04,Active,6,,35-44
V12262,2024-04-04,Active,6,,35-44
V12263,2022-10-02,Active,24,,35-44
V12264,2024-07-03,Active,3,,25-34
V12265,2024-07-03,Cancelled,3,,25-34
V12266,2024-09-01,Paused,1,,35-44
V12267,2023-10-02,Active,12,,25-34
V12268,2024-07-03,Cancelled,3,,25-34
V12269,2023-10-02,Active,12,,35-44
V12270,2023-10-02,Active,12,,25-34
V12271,2024-04-04,Active,6,,45-54
V12272,2023-10-02,Active,12,,55+
V12273,2024-09-01,Cancelled,1,,55+
V12274,2022-10-02,Active,24,,25-34
V12275,2023-10-02,Active,12,,25-34
V12276,2023-10-02,Active,12,,55+
V12277,2022-10-02,Cancelled,24,,45-54
V12278,2022-10-02,Active,24,,25-34
V12279,2022-10-02,Cancelled,24,SH2028,25-34
V12280,2024-07-03,Active,3,,55+
V12281,2024-04-04,Cancelled,6,SH2034,35-44
V12282,2024-07-03,Active,3,,25-34
V12283,2024-09-01,Active,1,,18-24
V12284,2024-04-04,Active,6,,35-44
V12285,2022-10-02,Cancelled,24,,45-54
V12286,2024-09-01,Active,1,,35-44
V12287,2022-10-02,Paused,24,,18-24
V12288,2024-04-04,Active,6,,45-54
V12289,2023-10-02,Active,12,,25-34
V12290,2023-10-02,Cancelled,12,,18-24
V12291,2024-04-04,Cancelled,6,SH2052,45-54
V12292,2023-10-02,Active,12,,35-44
V12293,2024-09-01,Active,1,,45-54
V12294,2024-04-04,Active,6,,25-34
V12295,2023-10-02,Active,12,,45-54
V12296,2024-07-03,Cancelled,3,,35-44
V12297,2024-04-04,Active,6,,35-44
V12298,2023-10-02,Paused,12,,18-24
V12299,2024-09-01,Cancelled,1,,35-44
V12300,2024-04-04,Active,6,,45-54
V12301,2023-10-02,Active,12,,25-34
V12302,2022-10-02,Active,24,,45-54
V12303,2024-07-03,Active,3,,55+
V12304,2023-10-02,Active,12,,35-44
V12305,2024-07-03,Active,3,,55+
V12306,2023-10-02,Active,12,,25-34
V12307,2024-09-01,Active,1,,35-44
V12308,2023-10-02,Active,12,,45-54
V12309,2024-09-01,Active,1,,25-34
V12310,2024-04-04,Active,6,,55+
V12311,2024-07-03,Cancelled,3,,25-34
V12312,2024-04-04,Cancelled,6,,18-24
V12313,2022-10-02,Active,24,,18-24
V12314,2024-04-04,Cancelled,6,,35-44
V12315,2024-09-01,Active,1,,45-54
V12316,2024-09-01,Active,1,,55+
V12317,2024-07-03,Active,3,,18-24
V12318,2023-10-02,Active,12,,35-44
V12319,2024-07-03,Active,3,,35-44
V12320,2024-07-03,Active,3,,25-34
V12321,2023-10-02,Active,12,,35-44
V12322,2024-09-01,Active,1,,25-34
V12323,2023-10-02,Active,12,,45-54
V12324,2022-10-02,Active,24,,35-44
V12325,2024-09-01,Active,1,,35-44
V12326,2023-10-02,Active,12,,25-34
V12327,2024-04-04,Active,6,,35-44
V12328,2024-04-04,Active,6,,25-34
V12329,2024-07-03,Active,3,,18-24
V12330,2024-07-03,Cancelled,3,,45-54
V12331,2024-04-04,Active,6,,45-54
V12332,2024-09-01,Cancelled,1,,25-34
V12333,2022-10-02,Active,24,,35-44
V12334,2024-04-04,Active,6,,25-34
V12335,2023-10-02,Active,12,,18-24
V12336,2022-10-02,Active,24,,25-34
V12337,2024-07-03,Active,3,,18-24
V12338,2021-10-02,Active,36,,18-24
V12339,2024-09-01,Active,1,,45-54
V12340,2024-07-03,Active,3,,25-34
V12341,2024-09-01,Active,1,,25-34
V12342,2024-07-03,Active,3,,25-34
V12343,2022-10-02,Cancelled,24,,35-44
V12344,2024-04-04,Active,6,,35-44
V12345,2024-04-04,Cancelled,6,,55+
V12346,2024-04-04,Active,6,,25-34
V12347,2024-04-04,Active,6,,45-54
V12348,2024-07-03,Active,3,,35-44
V12349,2023-10-02,Active,12,,45-54
V12350,2024-04-04,Active,6,,18-24
V12351,2024-04-04,Cancelled,6,,35-44
V12352,2024-04-04,Active,6,,18-24
V12353,2024-07-03,Active,3,,45-54
V12354,2024-07-03,Active,3,,25-34
V12355,2024-04-04,Active,6,,18-24
V12356,2024-07-03,Active,3,,25-34
V12357,2024-09-01,Active,1,,25-34
V12358,2021-10-02,Active,36,,25-34
V12359,2024-04-04,Active,6,,45-54
V12360,2024-09-01,Cancelled,1,,45-54
V12361,2024-04-04,Active,6,,25-34
V12362,2023-10-02,Active,12,,18-24
V12363,2024-04-04,Active,6,,45-54
V12364,2024-09-01,Cancelled,1,,25-34
V12365,2024-07-03,Active,3,,25-34
V12366,2024-04-04,Cancelled,6,,25-34
V12367,2022-10-02,Active,24,,25-34
V12368,2024-07-03,Cancelled,3,SH2054,35-44
V12369,2023-10-02,Active,12,,18-24
V12370,2024-07-03,Active,3,,45-54
V12371,2024-09-01,Cancelled,1,,35-44
V12372,2024-04-04,Active,6,,35-44
V12373,2023-10-02,Active,12,,25-34
V12374,2023-10-02,Active,12,,25-34
V12375,2021-10-02,Active,36,,25-34
V12376,2024-07-03,Active,3,,18-24
V12377,2023-10-02,Active,12,,18-24
V12378,2023-10-02,Active,12,,55+
V12379,2024-09-01,Active,1,,18-24
V12380,2024-04-04,Paused,6,,45-54
V12381,2024-09-01,Active,1,,35-44
V12382,2024-07-03,Active,3,,55+
V12383,2021-10-02,Paused,36,,45-54
V12384,2023-10-02,Active,12,,25-34
V12385,2024-09-01,Active,1,,45-54
V12386,2022-10-02,Cancelled,24,,45-54
V12387,2024-07-03,Cancelled,3,SH2038,35-44
V12388,2024-04-04,Active,6,,18-24
V12389,2024-07-03,Active,3,,25-34
V12390,2022-10-02,Paused,24,,35-44
V12391,2024-07-03,Cancelled,3,SH2056,35-44
V12392,2024-04-04,Active,6,,25-34
V12393,2022-10-02,Active,24,,45-54
V12394,2024-04-04,Active,6,,25-34
V12395,2024-07-03,Cancelled,3,,25-34
V12396,2024-09-01,Active,1,,55+
V12397,2023-10-02,Active,12,,55+
V12398,2023-10-02,Active,12,,25-34
V12399,2023-10-02,Active,12,,25-34
V12400,2024-07-03,Paused,3,,18-24
V12401,2024-04-04,Active,6,,45-54
V12402,2024-09-01,Active,1,,18-24
V12403,2023-10-02,Cancelled,12,,25-34
V12404,2024-04-04,Active,6,,45-54
V12405,2024-07-03,Active,3,,25-34
V12406,2024-07-03,Active,3,,35-44
V12407,2024-04-04,Active,6,,25-34
V12408,2024-09-01,Cancelled,1,SH2043,45-54
V12409,2023-10-02,Active,12,,18-24
V12410,2023-10-02,Active,12,,25-34
V12411,2022-10-02,Active,24,,55+
V12412,2021-10-02,Active,36,,18-24
V12413,2023-10-02,Active,12,,18-24
V12414,2023-10-02,Active,12,,45-54
V12415,2024-09-01,Active,1,,25-34
V12416,2021-10-02,Active,36,,45-54
V12417,2024-04-04,Active,6,,25-34
V12418,2024-04-04,Active,6,,35-44
V12419,2024-07-03,Cancelled,3,,25-34
V12420,2024-09-01,Active,1,,25-34
V12421,2024-04-04,Active,6,,25-34
V12422,2024-04-04,Active,6,,35-44
V12423,2022-10-02,Active,24,,35-44
V12424,2024-04-04,Active,6,,25-34
V12425,2024-07-03,Active,3,,25-34
V12426,2024-09-01,Active,1,,35-44
V12427,2021-10-02,Active,36,,18-24
V12428,2022-10-02,Cancelled,24,,25-34
V12429,2021-10-02,Active,36,,55+
V12430,2024-09-01,Active,1,,25-34
V12431,2024-04-04,Cancelled,6,,55+
V12432,2024-09-01,Cancelled,1,SH2057,35-44
V12433,2024-07-03,Active,3,,35-44
V12434,2024-09-01,Cancelled,1,,18-24
V12435,2024-07-03,Active,3,,25-34
V12436,2022-10-02,Active,24,,45-54
V12437,2021-10-02,Active,36,,55+
V12438,2024-09-01,Active,1,,18-24
V12439,2024-07-03,Cancelled,3,,18-24
V12440,2024-04-04,Active,6,,25-34
V12441,2023-10-02,Active,12,,25-34
V12442,2023-10-02,Active,12,,25-34
V12443,2022-10-02,Active,24,,25-34
V12444,2024-09-01,Active,1,,35-44
V12445,2024-09-01,Active,1,,45-54
V12446,2024-04-04,Active,6,,35-44
V12447,2024-07-03,Cancelled,3,,18-24
V12448,2024-04-04,Cancelled,6,,18-24
V12449,2024-04-04,Active,6,,25-34
V12450,2023-10-02,Cancelled,12,SH2030,18-24
V12451,2023-10-02,Active,12,,25-34
V12452,2022-10-02,Cancelled,24,SH2059,25-34
V12453,2022-10-02,Paused,24,,25-34
V12454,2024-09-01,Active,1,,45-54
V12455,2024-07-03,Active,3,,25-34
V12456,2024-07-03,Paused,3,,35-44
V12457,2024-07-03,Active,3,,25-34
V12458,2024-09-01,Active,1,,35-44
V12459,2024-09-01,Active,1,,25-34
V12460,2023-10-02,Active,12,,35-44
V12461,2024-04-04,Active,6,,18-24
V12462,2022-10-02,Active,24,,25-34
V12463,2023-10-02,Active,12,,55+
V12464,2024-04-04,Cancelled,6,,45-54
V12465,2022-10-02,Cancelled,24,,35-44
V12466,2024-09-01,Active,1,,55+
V12467,2023-10-02,Cancelled,12,SH2044,45-54
V12468,2022-10-02,Active,24,,35-44
V12469,2024-04-04,Active,6,,35-44
V12470,2024-04-04,Active,6,,25-34
V12471,2023-10-02,Active,12,,18-24
V12472,2024-04-04,Active,6,,45-54
V12473,2023-10-02,Active,12,,35-44
V12474,2023-10-02,Active,12,,25-34
V12475,2024-07-03,Active,3,,25-34
V12476,2024-04-04,Cancelled,6,,45-54
V12477,2021-10-02,Active,36,,35-44
V12478,2024-04-04,Cancelled,6,,25-34
V12479,2023-10-02,Cancelled,12,SH2057,18-24
V12480,2022-10-02,Active,24,,25-34
V12481,2024-04-04,Active,6,,25-34
V12482,2022-10-02,Active,24,,45-54
V12483,2024-04-04,Active,6,,45-54
V12484,2023-10-02,Active,12,,18-24
V12485,2024-09-01,Active,1,,25-34
V12486,2024-07-03,Active,3,,35-44
V12487,2022-10-02,Cancelled,24,,18-24
V12488,2023-10-02,Cancelled,12,,25-34
V12489,2023-10-02,Active,12,,35-44
V12490,2022-10-02,Cancelled,24,,55+
V12491,2024-07-03,Active,3,,25-34
V12492,2024-04-04,Active,6,,18-24
V12493,2024-04-04,Cancelled,6,,55+
V12494,2023-10-02,Active,12,,55+
V12495,2023-10-02,Cancelled,12,,55+
V12496,2024-04-04,Active,6,,25-34
V12497,2024-09-01,Active,1,,25-34
V12498,2024-07-03,Active,3,,35-44
V12499,2024-07-03,Active,3,,35-44
V12500,2024-04-04,Cancelled,6,SH2004,18-24
V12501,2022-10-02,Active,24,,45-54
V12502,2024-04-04,Cancelled,6,,25-34
V12503,2023-10-02,Cancelled,12,SH2054,35-44
V12504,2024-09-01,Cancelled,1,,18-24
V12505,2022-10-02,Active,24,,25-34
V12506,2021-10-02,Cancelled,36,,25-34
V12507,2022-10-02,Active,24,,45-54
V12508,2024-04-04,Active,6,,55+
V12509,2022-10-02,Active,24,,18-24
V12510,2023-10-02,Active,12,,35-44
V12511,2021-10-02,Cancelled,36,SH2028,25-34
V12512,2024-04-04,Active,6,,35-44
V12513,2024-04-04,Active,6,,25-34
V12514,2024-07-03,Active,3,,25-34
V12515,2024-04-04,Active,6,,35-44
V12516,2022-10-02,Active,24,,25-34
V12517,2021-10-02,Active,36,,35-44
V12518,2024-09-01,Active,1,,18-24
V12519,2021-10-02,Active,36,,45-54
V12520,2023-10-02,Active,12,,25-34
V12521,2022-10-02,Paused,24,,25-34
V12522,2022-10-02,Active,24,,35-44
V12523,2024-04-04,Active,6,,18-24
V12524,2024-07-03,Active,3,,25-34
V12525,2024-04-04,Paused,6,,25-34
V12526,2024-04-04,Active,6,,18-24
V12527,2023-10-02,Active,12,,45-54
V12528,2024-09-01,Active,1,,25-34
V12529,2024-07-03,Active,3,,18-24
V12530,2024-07-03,Active,3,,55+
V12531,2024-07-03,Active,3,,25-34
V12532,2024-04-04,Active,6,,45-54
V12533,2021-10-02,Active,36,,25-34
V12534,2024-09-01,Active,1,,25-34
V12535,2024-07-03,Active,3,,35-44
V12536,2024-04-04,Active,6,,35-44
V12537,2024-04-04,Cancelled,6,,18-24
V12538,2023-10-02,Active,12,,35-44
V12539,2024-04-04,Cancelled,6,,18-24
V12540,2024-04-04,Paused,6,,25-34
V12541,2021-10-02,Cancelled,36,,25-34
V12542,2021-10-02,Active,36,,25-34
V12543,2024-04-04,Active,6,,18-24
V12544,2024-07-03,Active,3,,25-34
V12545,2024-07-03,Cancelled,3,SH2032,35-44
V12546,2023-10-02,Active,12,,25-34
V12547,2024-04-04,Active,6,,25-34
V12548,2024-07-03,Active,3,,18-24
V12549,2023-10-02,Active,12,,55+
V12550,2024-09-01,Cancelled,1,,45-54
V12551,2022-10-02,Active,24,,25-34
V12552,2024-04-04,Active,6,,18-24
V12553,2022-10-02,Active,24,,35-44
V12554,2022-10-02,Active,24,,35-44
V12555,2023-10-02,Active,12,,25-34
V12556,2021-10-02,Cancelled,36,,45-54
V12557,2022-10-02,Active,24,,18-24
V12558,2024-04-04,Active,6,,25-34
V12559,2024-04-04,Active,6,,25-34
V12560,2023-10-02,Active,12,,18-24
V12561,2024-04-04,Active,6,,35-44
V12562,2024-04-04,Active,6,,55+
V12563,2024-09-01,Active,1,,25-34
